"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg."
2010,"April 2010","Exports","Czech Rep.",404,150000
2010,"April 2010","Exports","United States of America",404,NA
2010,"May 2010","Exports","Czech Rep.",404,75000
2010,"May 2010","Exports","United States of America",404,NA
2010,"June 2010","Exports","Czech Rep.",404,175000
2010,"June 2010","Exports","United States of America",404,NA
2010,"July 2010","Exports","Czech Rep.",404,150000
2010,"July 2010","Exports","United States of America",404,NA
2010,"January 2010","Exports","Estonia",404,350000
2010,"January 2010","Exports","Finland",404,440000
2010,"February 2010","Exports","Finland",404,433900
2010,"February 2010","Exports","Estonia",404,211075
2010,"March 2010","Exports","Finland",404,511600
2010,"March 2010","Exports","Estonia",404,278275
2010,"April 2010","Exports","Estonia",404,416500
2010,"April 2010","Exports","Finland",404,502600
2010,"April 2010","Imports","Finland",404,20000
2010,"May 2010","Exports","Estonia",404,44000
2010,"May 2010","Exports","Finland",404,430600
2010,"June 2010","Exports","Estonia",404,410000
2010,"June 2010","Exports","Finland",404,689700
2010,"July 2010","Exports","Finland",404,722200
2010,"January 2010","Exports","Poland",404,924000
2010,"January 2010","Exports","EU-28",404,4352416
2010,"February 2010","Exports","Poland",404,857000
2010,"February 2010","Exports","EU-28",404,3143136
2010,"March 2010","Imports","EU-28",404,80000
2010,"March 2010","Exports","Poland",404,1300600
2010,"March 2010","Exports","EU-28",404,4701753
2010,"April 2010","Exports","Poland",404,1061500
2010,"April 2010","Exports","EU-28",404,3689542
2010,"April 2010","Imports","EU-28",404,20000
2010,"May 2010","Exports","EU-28",404,2344925
2010,"May 2010","Exports","Poland",404,369000
2010,"June 2010","Exports","Poland",404,1120100
2010,"June 2010","Exports","EU-28",404,3958894
2010,"January 2010","Exports","Lithuania",404,60000
2010,"February 2010","Exports","Lithuania",404,205700
2010,"March 2010","Imports","Lithuania",404,60000
2010,"March 2010","Exports","Lithuania",404,654500
2010,"March 2010","Exports","Ukraine",404,80013
2010,"April 2010","Exports","Lithuania",404,502475
2010,"May 2010","Exports","Lithuania",404,510270
2010,"June 2010","Exports","Lithuania",404,430000
2010,"July 2010","Exports","Lithuania",404,630500
2010,"August 2010","Exports","Lithuania",404,1058000
2010,"September 2010","Exports","Lithuania",404,1660750
2010,"October 2010","Exports","Lithuania",404,737250
2010,"November 2010","Exports","Lithuania",404,495925
2010,"December 2010","Exports","Latvia",404,66000
2010,"December 2010","Exports","France",404,611900
2010,"August 2010","Exports","United States of America",404,NA
2010,"August 2010","Exports","Czech Rep.",404,325100
2010,"September 2010","Exports","United States of America",404,NA
2010,"October 2010","Exports","Czech Rep.",404,200000
2010,"October 2010","Exports","United States of America",404,NA
2010,"November 2010","Exports","Czech Rep.",404,100000
2010,"December 2010","Exports","Czech Rep.",404,200000
2010,"December 2010","Exports","United States of America",404,NA
2010,"December 2010","Exports","Lithuania",404,533000
2010,"January 2010","Exports","Italy",404,26100
2010,"February 2010","Exports","Sweden",404,14400
2010,"February 2010","Exports","Italy",404,50300
2010,"March 2010","Exports","Austria",404,19500
2010,"June 2010","Exports","Sweden",404,16300
2010,"July 2010","Exports","Italy",404,800
2010,"August 2010","Exports","Austria",404,20300
2010,"September 2010","Exports","Austria",404,100
2010,"October 2010","Exports","Italy",404,1300
2010,"November 2010","Exports","Sweden",404,10800
2010,"November 2010","Exports","Italy",404,1900
2010,"July 2010","Imports","Finland",404,40700
2010,"July 2010","Exports","Estonia",404,518400
2010,"August 2010","Exports","Estonia",404,360600
2010,"August 2010","Exports","Finland",404,442300
2010,"September 2010","Exports","Finland",404,546600
2010,"September 2010","Exports","Estonia",404,276000
2010,"October 2010","Exports","Finland",404,481700
2010,"October 2010","Exports","Estonia",404,272000
2010,"November 2010","Exports","Estonia",404,307000
2010,"November 2010","Exports","Finland",404,440000
2010,"December 2010","Exports","Finland",404,494900
2010,"December 2010","Exports","Estonia",404,422400
2010,"July 2010","Imports","EU-28",404,40656
2010,"July 2010","Exports","EU-28",404,4142945
2010,"July 2010","Exports","Poland",404,1148000
2010,"August 2010","Exports","Poland",404,1310000
2010,"August 2010","Exports","EU-28",404,5766360
2010,"September 2010","Exports","Poland",404,1576000
2010,"September 2010","Exports","EU-28",404,7080023
2010,"October 2010","Exports","Poland",404,887000
2010,"October 2010","Exports","EU-28",404,3804740
2010,"November 2010","Exports","Poland",404,700500
2010,"November 2010","Exports","EU-28",404,4281299
2010,"December 2010","Exports","Poland",404,534000
2010,"December 2010","Exports","EU-28",404,3484931
2010,"January 2010","Exports","Germany",404,550500
2010,"February 2010","Exports","Germany",404,319350
2010,"March 2010","Exports","Germany",404,593450
2010,"April 2010","Exports","Germany",404,407952
2010,"May 2010","Imports","Georgia",404,1
2010,"May 2010","Exports","Germany",404,355370
2010,"June 2010","Exports","Germany",404,204897
2010,"July 2010","Exports","Germany",404,266700
2010,"August 2010","Exports","Germany",404,360070
2010,"September 2010","Exports","Germany",404,701602
2010,"October 2010","Exports","Germany",404,217509
2010,"November 2010","Exports","Germany",404,455685
2010,"December 2010","Exports","Germany",404,575880
2010,"February 2010","Exports","New Zealand",404,22400
2010,"June 2010","Exports","New Zealand",404,22400
2010,"July 2010","Exports","New Zealand",404,67180
2010,"August 2010","Exports","New Zealand",404,44800
2010,"August 2010","Exports","Norway",404,19500
2010,"September 2010","Exports","New Zealand",404,22000
2010,"September 2010","Exports","Norway",404,54000
2010,"October 2010","Exports","New Zealand",404,67200
2010,"December 2010","Exports","New Zealand",404,100760
2010,"June 2010","Imports","Kazakhstan",404,19469
2010,"July 2010","Exports","Belgium",404,40000
2010,"July 2010","Exports","Latvia",404,20000
2010,"July 2010","Imports","Kazakhstan",404,2014
2010,"August 2010","Exports","Belgium",404,60000
2010,"August 2010","Exports","Latvia",404,125850
2010,"September 2010","Imports","Kazakhstan",404,40005
2010,"September 2010","Exports","Latvia",404,89900
2010,"September 2010","Exports","Belgium",404,20000
2010,"November 2010","Exports","Belgium",404,20000
2010,"November 2010","Imports","Kazakhstan",404,2006
2010,"December 2010","Imports","Kazakhstan",404,90
2010,"January 2010","Exports","Spain",404,46800
2010,"February 2010","Exports","Canada",404,199925
2010,"February 2010","Exports","Spain",404,23400
2010,"March 2010","Exports","Spain",404,23400
2010,"May 2010","Exports","Spain",404,23400
2010,"June 2010","Exports","Spain",404,46800
2010,"August 2010","Exports","Spain",404,48000
2010,"September 2010","Exports","Spain",404,96000
2010,"November 2010","Exports","Spain",404,48000
2010,"December 2010","Exports","Spain",404,24000
2011,"January 2011","Imports","Belarus",404,3000
2011,"January 2011","Exports","Belarus",404,3202049
2011,"February 2011","Exports","Belarus",404,3885793
2011,"March 2011","Exports","Belarus",404,4254010
2011,"April 2011","Exports","Belarus",404,4452845
2011,"May 2011","Exports","Belarus",404,3842629
2011,"June 2011","Imports","Belarus",404,58618
2011,"June 2011","Exports","Belarus",404,3195144
2011,"July 2011","Imports","Belarus",404,95526
2011,"July 2011","Exports","Belarus",404,2427824
2011,"August 2011","Exports","Belarus",404,3138469
2011,"August 2011","Imports","Belarus",404,94196
2011,"September 2011","Imports","Belarus",404,169509
2011,"September 2011","Exports","Belarus",404,3255082
2011,"January 2011","Exports","EU-28",404,2575836
2011,"January 2011","Exports","Lithuania",404,549750
2011,"February 2011","Exports","Lithuania",404,650000
2011,"February 2011","Exports","EU-28",404,3204784
2011,"March 2011","Exports","Lithuania",404,230000
2011,"March 2011","Imports","Ukraine",404,1
2011,"March 2011","Exports","EU-28",404,2778801
2011,"April 2011","Exports","EU-28",404,2305195
2011,"April 2011","Exports","Lithuania",404,610000
2011,"April 2011","Exports","Ukraine",404,6
2011,"May 2011","Exports","Lithuania",404,82650
2011,"May 2011","Exports","Ukraine",404,160000
2011,"May 2011","Exports","EU-28",404,1640466
2011,"June 2011","Imports","Ukraine",404,10
2011,"January 2011","Exports","Belgium",404,20000
2011,"January 2011","Exports","United States of America",404,NA
2011,"January 2011","Imports","Kazakhstan",404,1290
2011,"February 2011","Exports","United States of America",404,NA
2011,"February 2011","Imports","Kazakhstan",404,1711
2011,"February 2011","Imports","Kyrgyzstan",404,1003
2011,"February 2011","Exports","Belgium",404,20000
2011,"March 2011","Imports","Kyrgyzstan",404,1000
2011,"March 2011","Imports","Kazakhstan",404,11449
2011,"April 2011","Imports","Kazakhstan",404,2863
2011,"May 2011","Imports","Kyrgyzstan",404,2003
2011,"May 2011","Imports","Kazakhstan",404,17953
2011,"May 2011","Exports","Belgium",404,45000
2011,"June 2011","Imports","Kazakhstan",404,5055
2011,"January 2011","Exports","Estonia",404,257400
2011,"January 2011","Exports","Finland",404,459000
2011,"January 2011","Exports","Poland",404,318000
2011,"February 2011","Exports","Finland",404,633700
2011,"February 2011","Exports","Estonia",404,352000
2011,"February 2011","Exports","Poland",404,398000
2011,"March 2011","Exports","Finland",404,382900
2011,"March 2011","Exports","Estonia",404,321800
2011,"March 2011","Exports","Poland",404,172000
2011,"April 2011","Exports","Estonia",404,146000
2011,"April 2011","Exports","Poland",404,678500
2011,"April 2011","Exports","Finland",404,356500
2011,"May 2011","Exports","Poland",404,314000
2011,"May 2011","Exports","Finland",404,414600
2011,"January 2011","Exports","Germany",404,327770
2011,"February 2011","Exports","Germany",404,165843
2011,"March 2011","Exports","Germany",404,169750
2011,"March 2011","Exports","Sweden",404,17300
2011,"March 2011","Exports","Switzerland",404,75000
2011,"April 2011","Exports","Germany",404,141000
2011,"May 2011","Exports","Germany",404,180770
2011,"June 2011","Exports","Germany",404,65400
2011,"June 2011","Exports","Switzerland",404,25000
2011,"July 2011","Exports","Germany",404,172161
2011,"August 2011","Exports","Germany",404,134250
2011,"August 2011","Exports","Switzerland",404,25000
2011,"September 2011","Exports","Germany",404,205979
2011,"September 2011","Exports","Switzerland",404,25000
2011,"June 2011","Exports","Lithuania",404,274000
2011,"June 2011","Exports","Ukraine",404,400000
2011,"June 2011","Exports","EU-28",404,1803644
2011,"July 2011","Exports","Ukraine",404,120000
2011,"July 2011","Exports","Lithuania",404,420000
2011,"July 2011","Exports","EU-28",404,1432849
2011,"August 2011","Exports","Ukraine",404,540000
2011,"August 2011","Exports","EU-28",404,1979360
2011,"August 2011","Exports","Lithuania",404,501250
2011,"September 2011","Exports","Lithuania",404,592980
2011,"September 2011","Exports","Latvia",404,17000
2011,"September 2011","Exports","Ukraine",404,720000
2011,"September 2011","Exports","EU-28",404,2364898
2011,"October 2011","Exports","EU-28",404,2042975
2011,"May 2011","Exports","Estonia",404,30000
2011,"June 2011","Exports","Finland",404,621600
2011,"June 2011","Exports","Estonia",404,62000
2011,"June 2011","Exports","Poland",404,328000
2011,"July 2011","Exports","Finland",404,136500
2011,"July 2011","Exports","Poland",404,235000
2011,"July 2011","Exports","Estonia",404,52000
2011,"August 2011","Exports","Estonia",404,123000
2011,"August 2011","Exports","Finland",404,335300
2011,"August 2011","Exports","Poland",404,647000
2011,"September 2011","Exports","Poland",404,448000
2011,"September 2011","Exports","Finland",404,642900
2011,"September 2011","Exports","Estonia",404,117900
2011,"October 2011","Exports","Poland",404,282000
2011,"October 2011","Exports","Spain",404,47400
2011,"December 2011","Exports","Spain",404,48000
2011,"February 2011","Exports","Hungary",404,900
2011,"March 2011","Exports","Hungary",404,3100
2011,"April 2011","Exports","Hungary",404,200
2011,"May 2011","Exports","Hungary",404,900
2011,"May 2011","Imports","India",404,10000
2011,"July 2011","Exports","Hungary",404,800
2011,"July 2011","Exports","Serbia",404,3907
2011,"September 2011","Exports","Hungary",404,800
2011,"September 2011","Exports","Serbia",404,239
2011,"October 2011","Exports","Hungary",404,2100
2011,"November 2011","Exports","Hungary",404,300
2011,"December 2011","Exports","Hungary",404,900
2011,"January 2011","Exports","New Zealand",404,13030
2011,"February 2011","Exports","New Zealand",404,104201
2011,"February 2011","Exports","Czech Rep.",404,104000
2011,"March 2011","Exports","Czech Rep.",404,41400
2011,"April 2011","Exports","Czech Rep.",404,20700
2011,"May 2011","Exports","Czech Rep.",404,41400
2011,"June 2011","Exports","New Zealand",404,91192
2011,"August 2011","Exports","New Zealand",404,222694
2011,"September 2011","Exports","New Zealand",404,89441
2011,"November 2011","Exports","New Zealand",404,152312
2011,"December 2011","Exports","New Zealand",404,39091
2011,"January 2011","Exports","France",404,543100
2011,"February 2011","Exports","France",404,720900
2011,"March 2011","Exports","France",404,1185400
2011,"April 2011","Exports","France",404,348500
2011,"May 2011","Exports","France",404,511300
2011,"June 2011","Exports","France",404,425500
2011,"July 2011","Exports","France",404,416400
2011,"August 2011","Exports","France",404,110000
2011,"September 2011","Exports","France",404,173600
2011,"October 2011","Exports","France",404,79000
2011,"November 2011","Exports","France",404,210000
2011,"December 2011","Exports","France",404,204300
2011,"May 2011","Exports","Argentina",404,300
2011,"June 2011","Exports","Italy",404,800
2011,"August 2011","Exports","Argentina",404,300
2011,"September 2011","Exports","Austria",404,300
2011,"October 2011","Exports","Italy",404,800
2011,"November 2011","Exports","Ireland",404,140000
2011,"November 2011","Exports","Austria",404,NA
2011,"December 2011","Exports","Italy",404,12500
2011,"January 2011","Exports","Netherlands",404,100840
2011,"February 2011","Exports","Netherlands",404,159412
2011,"March 2011","Exports","Netherlands",404,255250
2011,"April 2011","Exports","Netherlands",404,3840
2011,"May 2011","Exports","Netherlands",404,19840
2011,"June 2011","Exports","Netherlands",404,3840
2011,"August 2011","Exports","Netherlands",404,128590
2011,"September 2011","Exports","Netherlands",404,165376
2011,"October 2011","Exports","Netherlands",404,200912
2011,"November 2011","Exports","Netherlands",404,157876
2011,"December 2011","Exports","Netherlands",404,293800
2011,"October 2011","Exports","Ukraine",404,500000
2011,"October 2011","Exports","Lithuania",404,482000
2011,"October 2011","Exports","Latvia",404,2000
2011,"November 2011","Imports","Ukraine",404,6
2011,"November 2011","Exports","Ukraine",404,580000
2011,"November 2011","Exports","EU-28",404,1999651
2011,"November 2011","Exports","Lithuania",404,262200
2011,"December 2011","Exports","EU-28",404,2143050
2011,"December 2011","Exports","Lithuania",404,330800
2011,"December 2011","Exports","Ukraine",404,240000
2011,"October 2011","Exports","Germany",404,214016
2011,"October 2011","Exports","Switzerland",404,50000
2011,"November 2011","Exports","Switzerland",404,175000
2011,"November 2011","Exports","Germany",404,170963
2011,"December 2011","Exports","Germany",404,150075
2011,"October 2011","Exports","Finland",404,539300
2011,"October 2011","Exports","Estonia",404,195400
2011,"November 2011","Exports","Estonia",404,201100
2011,"November 2011","Exports","Finland",404,512200
2011,"November 2011","Exports","Poland",404,345000
2011,"December 2011","Exports","Finland",404,348800
2011,"December 2011","Exports","Poland",404,685000
2011,"December 2011","Exports","Estonia",404,69000
2011,"October 2011","Exports","Belarus",404,3167029
2011,"October 2011","Imports","Belarus",404,30019
2011,"November 2011","Exports","Belarus",404,4619179
2011,"November 2011","Imports","Belarus",404,46911
2011,"December 2011","Imports","Belarus",404,67886
2011,"December 2011","Exports","Belarus",404,3706852
2011,"July 2011","Imports","Kazakhstan",404,7250
2011,"July 2011","Imports","Kyrgyzstan",404,4003
2011,"August 2011","Imports","Kazakhstan",404,34700
2011,"August 2011","Imports","Kyrgyzstan",404,5003
2011,"September 2011","Imports","Kyrgyzstan",404,5502
2011,"September 2011","Exports","Kyrgyzstan",404,13
2011,"September 2011","Imports","Kazakhstan",404,33700
2011,"October 2011","Imports","Kyrgyzstan",404,7000
2011,"October 2011","Imports","Kazakhstan",404,10077
2011,"November 2011","Imports","Kazakhstan",404,10500
2011,"December 2011","Imports","Kyrgyzstan",404,13000
2012,"February 2012","Exports","France",404,297000
2012,"April 2012","Exports","France",404,295800
2012,"July 2012","Exports","France",404,242000
2012,"October 2012","Exports","France",404,355400
2012,"January 2012","Exports","France",404,239500
2012,"June 2012","Exports","France",404,287500
2012,"March 2012","Exports","France",404,220600
2012,"September 2012","Exports","France",404,248900
2012,"December 2012","Exports","France",404,NA
2012,"November 2012","Exports","France",404,366900
2012,"May 2012","Exports","France",404,360000
2012,"August 2012","Exports","France",404,374500
2012,"March 2012","Imports","Rep. of Moldova",404,540
2012,"March 2012","Exports","Ukraine",404,95764
2012,"June 2012","Imports","Ukraine",404,36232
2012,"April 2012","Imports","Rep. of Moldova",404,732
2012,"December 2012","Imports","Ukraine",404,742
2012,"July 2012","Exports","Netherlands",404,148851
2012,"March 2012","Exports","Netherlands",404,193216
2012,"January 2012","Exports","Ukraine",404,200000
2012,"April 2012","Exports","Netherlands",404,185400
2012,"May 2012","Exports","Ukraine",404,36232
2012,"February 2012","Exports","Netherlands",404,77876
2012,"October 2012","Exports","Ukraine",404,800000
2012,"December 2012","Exports","Ukraine",404,259606
2012,"June 2012","Exports","Netherlands",404,188666
2012,"August 2012","Exports","Spain",404,24000
2012,"June 2012","Exports","Spain",404,72000
2012,"September 2012","Exports","Spain",404,48000
2012,"November 2012","Exports","Spain",404,72000
2012,"October 2012","Exports","Spain",404,48000
2012,"July 2012","Exports","Spain",404,24000
2012,"December 2012","Exports","Spain",404,48000
2012,"March 2012","Exports","Lithuania",404,21000
2012,"August 2012","Exports","EU-28",404,1767686
2012,"January 2012","Exports","EU-28",404,1356059
2012,"July 2012","Exports","Lithuania",404,86000
2012,"October 2012","Exports","EU-28",404,1746484
2012,"January 2012","Imports","EU-28",404,2000
2012,"August 2012","Exports","Lithuania",404,85250
2012,"November 2012","Exports","EU-28",404,1750236
2012,"December 2012","Exports","EU-28",404,621951
2012,"September 2012","Exports","EU-28",404,1825735
2012,"February 2012","Exports","Lithuania",404,148000
2012,"April 2012","Exports","Lithuania",404,106000
2012,"April 2012","Exports","EU-28",404,1560183
2012,"February 2012","Exports","EU-28",404,2048063
2012,"December 2012","Exports","Estonia",404,20000
2012,"September 2012","Exports","Finland",404,412000
2012,"April 2012","Exports","Finland",404,358000
2012,"August 2012","Exports","Finland",404,334500
2012,"March 2012","Exports","Estonia",404,144500
2012,"May 2012","Exports","Portugal",404,17280
2012,"January 2012","Exports","Finland",404,493800
2012,"February 2012","Exports","Finland",404,535300
2012,"January 2012","Exports","Estonia",404,44000
2012,"March 2012","Exports","Finland",404,413700
2012,"July 2012","Exports","Finland",404,390300
2012,"April 2012","Exports","Estonia",404,67000
2012,"September 2012","Exports","Estonia",404,17300
2012,"March 2012","Exports","Portugal",404,17280
2012,"April 2012","Exports","Hungary",404,4400
2012,"November 2012","Exports","Hungary",404,300
2012,"March 2012","Exports","Hungary",404,500
2012,"August 2012","Exports","Hungary",404,2600
2012,"May 2012","Exports","Hungary",404,700
2012,"February 2012","Exports","Hungary",404,1300
2012,"June 2012","Exports","Hungary",404,400
2012,"August 2012","Exports","United States of America",404,NA
2012,"November 2012","Exports","United States of America",404,NA
2012,"January 2012","Exports","Hungary",404,2400
2012,"September 2012","Exports","Hungary",404,2000
2012,"October 2012","Exports","Hungary",404,2400
2012,"July 2012","Exports","Hungary",404,2800
2012,"June 2012","Exports","Latvia",404,22000
2012,"May 2012","Exports","EU-28",404,1897164
2012,"June 2012","Exports","EU-28",404,1535805
2012,"March 2012","Exports","Latvia",404,22000
2012,"March 2012","Exports","EU-28",404,1731087
2012,"August 2012","Exports","Latvia",404,22000
2012,"May 2012","Exports","Latvia",404,22000
2012,"June 2012","Exports","Lithuania",404,152000
2012,"February 2012","Exports","Latvia",404,22000
2012,"January 2012","Exports","Lithuania",404,287000
2012,"April 2012","Exports","Latvia",404,22000
2012,"September 2012","Exports","Lithuania",404,312000
2012,"November 2012","Exports","Lithuania",404,107000
2012,"July 2012","Exports","EU-28",404,1641672
2012,"April 2012","Exports","Germany",404,120605
2012,"November 2012","Exports","Germany",404,178155
2012,"October 2012","Exports","Germany",404,187700
2012,"August 2012","Exports","Germany",404,207646
2012,"December 2012","Exports","Slovakia",404,20400
2012,"December 2012","Exports","Germany",404,105063
2012,"September 2012","Exports","Germany",404,10700
2012,"March 2012","Exports","Germany",404,151137
2012,"May 2012","Exports","Germany",404,102543
2012,"July 2012","Exports","Germany",404,106814
2012,"February 2012","Exports","Germany",404,115650
2012,"June 2012","Exports","Germany",404,64055
2012,"September 2012","Exports","Slovakia",404,20400
2012,"October 2012","Exports","Lithuania",404,206000
2012,"May 2012","Exports","Lithuania",404,260900
2012,"January 2012","Imports","Latvia",404,2000
2012,"August 2012","Exports","Ukraine",404,640000
2012,"May 2012","Exports","Netherlands",404,332565
2012,"September 2012","Exports","Ukraine",404,600000
2012,"July 2012","Exports","Ukraine",404,120000
2012,"April 2012","Exports","Ukraine",404,147735
2012,"June 2012","Exports","Malaysia",404,850
2012,"January 2012","Exports","Netherlands",404,186520
2012,"February 2012","Exports","Ukraine",404,26977
2012,"November 2012","Exports","Ukraine",404,540000
2012,"October 2012","Exports","Netherlands",404,121312
2012,"December 2012","Exports","Netherlands",404,62644
2012,"September 2012","Exports","Netherlands",404,236626
2012,"November 2012","Exports","Netherlands",404,241487
2012,"August 2012","Exports","Netherlands",404,175822
2012,"December 2012","Imports","Belarus",404,134966
2012,"February 2012","Exports","Poland",404,510250
2012,"June 2012","Exports","Poland",404,359820
2012,"January 2012","Imports","Belarus",404,107101
2012,"September 2012","Exports","Poland",404,415750
2012,"August 2012","Exports","Poland",404,470750
2012,"September 2012","Imports","Belarus",404,82573
2012,"April 2012","Exports","Belarus",404,5535884
2012,"October 2012","Exports","Poland",404,303375
2012,"November 2012","Imports","Belarus",404,140391
2012,"August 2012","Exports","Belarus",404,4763923
2012,"July 2012","Exports","Poland",404,332750
2012,"February 2012","Imports","Belarus",404,55615
2012,"December 2012","Exports","Poland",404,22375
2012,"June 2012","Imports","Armenia",404,10000
2012,"October 2012","Exports","Belgium",404,4828
2012,"October 2012","Imports","Kazakhstan",404,82100
2012,"November 2012","Exports","Belgium",404,22500
2012,"June 2012","Exports","Belgium",404,67500
2012,"February 2012","Exports","Belgium",404,135000
2012,"June 2012","Imports","Kazakhstan",404,59100
2012,"July 2012","Exports","Belgium",404,225000
2012,"March 2012","Imports","Kyrgyzstan",404,15000
2012,"December 2012","Imports","Kazakhstan",404,20200
2012,"February 2012","Imports","Kazakhstan",404,17000
2012,"December 2012","Imports","Kyrgyzstan",404,78408
2012,"July 2012","Imports","Kazakhstan",404,107600
2012,"November 2012","Imports","Kazakhstan",404,47700
2012,"November 2012","Exports","Czech Rep.",404,94700
2012,"October 2012","Exports","Czech Rep.",404,25000
2012,"August 2012","Exports","New Zealand",404,82091
2012,"February 2012","Exports","New Zealand",404,90560
2012,"March 2012","Exports","New Zealand",404,45586
2012,"September 2012","Exports","Czech Rep.",404,77000
2012,"August 2012","Exports","Czech Rep.",404,45700
2012,"September 2012","Exports","New Zealand",404,114015
2012,"December 2012","Exports","New Zealand",404,160232
2012,"July 2012","Exports","New Zealand",404,612
2012,"July 2012","Exports","Czech Rep.",404,45700
2012,"December 2012","Exports","Czech Rep.",404,25000
2012,"November 2012","Exports","New Zealand",404,45586
2012,"January 2012","Exports","New Zealand",404,109719
2012,"May 2012","Exports","Finland",404,328900
2012,"February 2012","Exports","Estonia",404,181600
2012,"May 2012","Exports","Estonia",404,39300
2012,"October 2012","Exports","Estonia",404,34100
2012,"June 2012","Exports","Portugal",404,31560
2012,"November 2012","Exports","Estonia",404,20000
2012,"June 2012","Exports","Finland",404,246300
2012,"April 2012","Exports","Portugal",404,18096
2012,"July 2012","Exports","Estonia",404,20000
2012,"June 2012","Exports","Estonia",404,19000
2012,"October 2012","Exports","Finland",404,383400
2012,"December 2012","Exports","Finland",404,215400
2012,"November 2012","Exports","Finland",404,418000
2012,"July 2012","Exports","Portugal",404,17280
2012,"April 2012","Imports","Belarus",404,67444
2012,"April 2012","Exports","Poland",404,382875
2012,"February 2012","Exports","Belarus",404,4825658
2012,"December 2012","Exports","Belarus",404,5348347
2012,"May 2012","Exports","Belarus",404,5188766
2012,"January 2012","Exports","Belarus",404,4766428
2012,"March 2012","Exports","Poland",404,412195
2012,"November 2012","Exports","Poland",404,179250
2012,"January 2012","Exports","Poland",404,103000
2012,"October 2012","Exports","Belarus",404,5544476
2012,"May 2012","Exports","Poland",404,363070
2012,"November 2012","Exports","Belarus",404,5686462
2012,"September 2012","Exports","Belarus",404,4953745
2012,"March 2012","Exports","Belarus",404,6610648
2012,"May 2012","Exports","Argentina",404,5400
2012,"January 2012","Exports","Argentina",404,300
2012,"October 2012","Exports","Italy",404,75000
2012,"September 2012","Exports","Italy",404,25000
2012,"July 2012","Exports","Argentina",404,69300
2012,"November 2012","Exports","Italy",404,50000
2012,"February 2012","Exports","Austria",404,24200
2012,"June 2012","Exports","Argentina",404,69300
2012,"August 2012","Exports","Italy",404,25000
2012,"July 2012","Exports","Austria",404,200
2012,"May 2012","Exports","Italy",404,25000
2012,"September 2012","Imports","Kazakhstan",404,37700
2012,"March 2012","Imports","Kazakhstan",404,5400
2012,"April 2012","Imports","Kazakhstan",404,13500
2012,"August 2012","Imports","Kazakhstan",404,9700
2012,"September 2012","Imports","Kyrgyzstan",404,56605
2012,"October 2012","Imports","Kyrgyzstan",404,56605
2012,"December 2012","Exports","Belgium",404,45000
2012,"May 2012","Imports","Kazakhstan",404,17200
2012,"March 2012","Exports","Belgium",404,135000
2012,"January 2012","Imports","Kazakhstan",404,1600
2012,"February 2012","Imports","Kyrgyzstan",404,5000
2012,"June 2012","Imports","Kyrgyzstan",404,35003
2012,"May 2012","Imports","Belarus",404,82083
2012,"July 2012","Exports","Belarus",404,5790493
2012,"June 2012","Imports","Belarus",404,126422
2012,"June 2012","Exports","Belarus",404,5584437
2012,"October 2012","Imports","Belarus",404,176766
2012,"August 2012","Imports","Belarus",404,128420
2012,"March 2012","Imports","Belarus",404,59846
2012,"July 2012","Imports","Belarus",404,146994
2013,"February 2013","Exports","Netherlands",404,310377
2013,"January 2013","Exports","Netherlands",404,173677
2013,"April 2013","Exports","Netherlands",404,103765
2013,"November 2013","Exports","Netherlands",404,763003
2013,"December 2013","Exports","Netherlands",404,630432
2013,"September 2013","Exports","Netherlands",404,498699
2013,"October 2013","Exports","Netherlands",404,825655
2013,"June 2013","Exports","Netherlands",404,381405
2013,"July 2013","Exports","Netherlands",404,240376
2013,"August 2013","Exports","Netherlands",404,256144
2013,"May 2013","Exports","Netherlands",404,214752
2013,"March 2013","Exports","Netherlands",404,200580
2013,"December 2013","Exports","Argentina",404,100000
2013,"October 2013","Exports","Argentina",404,100000
2013,"June 2013","Imports","Azerbaijan",404,41488
2013,"May 2013","Imports","Azerbaijan",404,24430
2013,"April 2013","Exports","Italy",404,50000
2013,"February 2013","Imports","Azerbaijan",404,10061
2013,"November 2013","Exports","Ireland",404,21925
2013,"May 2013","Exports","Italy",404,50000
2013,"December 2013","Exports","Italy",404,75000
2013,"November 2013","Imports","Azerbaijan",404,219
2013,"January 2013","Exports","Italy",404,25000
2013,"February 2013","Exports","Italy",404,25000
2013,"February 2013","Exports","Ireland",404,600
2013,"April 2013","Imports","Azerbaijan",404,30018
2013,"June 2013","Exports","New Zealand",404,51653
2013,"March 2013","Exports","New Zealand",404,26060
2013,"February 2013","Exports","New Zealand",404,78181
2013,"December 2013","Exports","Czech Rep.",404,440200
2013,"October 2013","Exports","Czech Rep.",404,298100
2013,"December 2013","Exports","New Zealand",404,13400
2013,"October 2013","Exports","New Zealand",404,22738
2013,"June 2013","Exports","Czech Rep.",404,50000
2013,"January 2013","Exports","Czech Rep.",404,124000
2013,"November 2013","Exports","Czech Rep.",404,403300
2013,"April 2013","Exports","New Zealand",404,77661
2013,"April 2013","Exports","Czech Rep.",404,123000
2013,"July 2013","Exports","New Zealand",404,234546
2013,"September 2013","Exports","Czech Rep.",404,193700
2013,"August 2013","Re-imports","Russian Federation",404,122045
2013,"November 2013","Re-imports","Russian Federation",404,438000
2013,"June 2013","Imports","Russian Federation",404,45874
2013,"October 2013","Imports","Russian Federation",404,285000
