"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg."
2010,"January 2010","Exports","France",401,152100
2010,"January 2010","Exports","Finland",401,522200
2010,"January 2010","Exports","Poland",401,26400
2010,"February 2010","Exports","Finland",401,603300
2010,"February 2010","Exports","France",401,219600
2010,"February 2010","Exports","Poland",401,69400
2010,"March 2010","Exports","Finland",401,723400
2010,"March 2010","Exports","Poland",401,84100
2010,"March 2010","Exports","France",401,271200
2010,"April 2010","Exports","France",401,160700
2010,"April 2010","Exports","Poland",401,48700
2010,"April 2010","Exports","Finland",401,684700
2010,"May 2010","Exports","Finland",401,584400
2010,"May 2010","Exports","France",401,151200
2010,"May 2010","Exports","Poland",401,34500
2010,"June 2010","Exports","France",401,190000
2010,"June 2010","Exports","Finland",401,625900
2010,"June 2010","Exports","Poland",401,41600
2010,"July 2010","Exports","Finland",401,613900
2010,"July 2010","Exports","France",401,151800
2010,"July 2010","Imports","Finland",401,1500
2010,"January 2010","Exports","Denmark",401,57100
2010,"January 2010","Exports","Ukraine",401,NA
2010,"February 2010","Exports","Ukraine",401,177
2010,"February 2010","Imports","Ukraine",401,9960
2010,"February 2010","Exports","Denmark",401,69300
2010,"March 2010","Imports","Denmark",401,NA
2010,"March 2010","Imports","Ukraine",401,6727
2010,"March 2010","Exports","Denmark",401,52200
2010,"March 2010","Exports","Ukraine",401,24
2010,"April 2010","Imports","Ukraine",401,14804
2010,"April 2010","Exports","Ukraine",401,NA
2010,"April 2010","Exports","Denmark",401,103500
2010,"May 2010","Imports","Ukraine",401,37888
2010,"May 2010","Exports","Ukraine",401,NA
2010,"May 2010","Exports","Lithuania",401,26520
2010,"May 2010","Exports","Denmark",401,131400
2010,"June 2010","Exports","Ukraine",401,NA
2010,"June 2010","Exports","Lithuania",401,21569
2010,"June 2010","Imports","Ukraine",401,4863
2010,"July 2010","Exports","Ukraine",401,337
2010,"July 2010","Imports","Ukraine",401,12836
2010,"January 2010","Exports","Slovakia",401,241
2010,"April 2010","Exports","Slovakia",401,5053
2010,"October 2010","Exports","Slovakia",401,48
2010,"January 2010","Exports","Italy",401,1300
2010,"December 2010","Exports","Italy",401,800
2010,"January 2010","Imports","Georgia",401,13687
2010,"January 2010","Exports","Germany",401,32797
2010,"January 2010","Imports","Germany",401,27
2010,"January 2010","Imports","Gambia",401,19700
2010,"February 2010","Imports","Armenia",401,19062
2010,"February 2010","Imports","Georgia",401,30290
2010,"February 2010","Exports","Germany",401,68401
2010,"February 2010","Imports","Germany",401,33
2010,"March 2010","Imports","Georgia",401,96633
2010,"March 2010","Imports","Armenia",401,8605
2010,"March 2010","Exports","Germany",401,196150
2010,"April 2010","Imports","Georgia",401,31510
2010,"April 2010","Imports","Armenia",401,3823
2010,"April 2010","Exports","Germany",401,79858
2010,"May 2010","Imports","Armenia",401,23908
2010,"May 2010","Imports","Georgia",401,36029
2010,"May 2010","Exports","Austria",401,NA
2010,"May 2010","Exports","Germany",401,147211
2010,"June 2010","Imports","Georgia",401,22344
2010,"June 2010","Exports","Germany",401,220735
2010,"June 2010","Imports","Armenia",401,26154
2010,"July 2010","Exports","Lithuania",401,21301
2010,"August 2010","Imports","Ukraine",401,35024
2010,"August 2010","Exports","Lithuania",401,46059
2010,"August 2010","Exports","Denmark",401,65700
2010,"August 2010","Exports","Ukraine",401,64
2010,"September 2010","Exports","Ukraine",401,116
2010,"September 2010","Exports","Denmark",401,16400
2010,"September 2010","Exports","Lithuania",401,60065
2010,"September 2010","Imports","Ukraine",401,34821
2010,"October 2010","Exports","Luxembourg",401,1400
2010,"October 2010","Exports","Lithuania",401,278281
2010,"October 2010","Exports","Denmark",401,82100
2010,"October 2010","Exports","Ukraine",401,199
2010,"October 2010","Imports","Ukraine",401,2451
2010,"November 2010","Exports","Denmark",401,147400
2010,"November 2010","Exports","Lithuania",401,275500
2010,"November 2010","Imports","Ukraine",401,14106
2010,"November 2010","Exports","Ukraine",401,32
2010,"December 2010","Imports","Ukraine",401,19635
2010,"December 2010","Exports","Lithuania",401,405394
2010,"December 2010","Exports","Ukraine",401,169
2010,"January 2010","Exports","Estonia",401,296456
2010,"February 2010","Exports","Estonia",401,546109
2010,"March 2010","Exports","Estonia",401,846196
2010,"April 2010","Exports","Estonia",401,586000
2010,"May 2010","Exports","Estonia",401,394100
2010,"June 2010","Exports","Estonia",401,395300
2010,"July 2010","Exports","Estonia",401,517000
2010,"August 2010","Exports","Estonia",401,1257600
2010,"August 2010","Imports","Estonia",401,18000
2010,"September 2010","Exports","Estonia",401,1688600
2010,"October 2010","Exports","Estonia",401,1294000
2010,"November 2010","Exports","Estonia",401,1376600
2010,"December 2010","Exports","Estonia",401,736200
2010,"January 2010","Exports","Lithuania",401,44497
2010,"January 2010","Exports","Latvia",401,26009
2010,"January 2010","Imports","Kazakhstan",401,578851
2010,"February 2010","Exports","Latvia",401,29655
2010,"February 2010","Imports","Kazakhstan",401,639053
2010,"February 2010","Exports","Lithuania",401,21905
2010,"March 2010","Exports","Latvia",401,9807
2010,"March 2010","Imports","Kazakhstan",401,1269657
2010,"March 2010","Exports","Lithuania",401,26851
2010,"April 2010","Imports","Kazakhstan",401,1437937
2010,"April 2010","Exports","Lithuania",401,22938
2010,"May 2010","Exports","Latvia",401,39229
2010,"May 2010","Imports","Kazakhstan",401,1485503
2010,"June 2010","Exports","Latvia",401,11865
2010,"June 2010","Imports","Kazakhstan",401,883535
2010,"July 2010","Exports","Latvia",401,36431
2010,"July 2010","Imports","Kazakhstan",401,1106902
2010,"August 2010","Imports","Kazakhstan",401,1680319
2010,"August 2010","Exports","Latvia",401,52896
2010,"September 2010","Imports","Kazakhstan",401,1448386
2010,"September 2010","Exports","Latvia",401,99886
2010,"January 2010","Exports","EU-28",401,1171101
2010,"January 2010","Imports","EU-28",401,27
2010,"February 2010","Imports","EU-28",401,33
2010,"February 2010","Exports","EU-28",401,1636010
2010,"March 2010","Exports","EU-28",401,2222633
2010,"March 2010","Imports","EU-28",401,6
2010,"April 2010","Exports","EU-28",401,1705414
2010,"May 2010","Exports","EU-28",401,1524792
2010,"June 2010","Exports","EU-28",401,1523206
2010,"July 2010","Imports","EU-28",401,1455
2010,"July 2010","Exports","EU-28",401,1468775
2010,"August 2010","Imports","EU-28",401,18058
2010,"August 2010","Exports","EU-28",401,2551214
2010,"September 2010","Exports","EU-28",401,3220359
2010,"October 2010","Exports","EU-28",401,3271762
2010,"November 2010","Exports","EU-28",401,4129813
2010,"December 2010","Exports","EU-28",401,3326032
2010,"January 2010","Exports","Hungary",401,11800
2010,"January 2010","Exports","Bulgaria",401,300
2010,"February 2010","Exports","Bulgaria",401,300
2010,"February 2010","Exports","Hungary",401,8200
2010,"March 2010","Exports","Hungary",401,12700
2010,"April 2010","Exports","Hungary",401,13600
2010,"May 2010","Exports","Hungary",401,16300
2010,"June 2010","Exports","Hungary",401,16300
2010,"July 2010","Exports","Hungary",401,12700
2010,"August 2010","Exports","Hungary",401,17300
2010,"September 2010","Exports","Hungary",401,16300
2010,"October 2010","Exports","Hungary",401,13600
2010,"November 2010","Exports","Hungary",401,11800
2010,"December 2010","Exports","Hungary",401,13600
2010,"July 2010","Exports","Poland",401,36200
2010,"August 2010","Exports","France",401,180500
2010,"August 2010","Exports","Finland",401,753300
2010,"August 2010","Exports","Poland",401,15100
2010,"September 2010","Exports","Poland",401,66200
2010,"September 2010","Exports","France",401,263400
2010,"September 2010","Exports","Finland",401,762600
2010,"October 2010","Exports","France",401,327500
2010,"October 2010","Exports","Finland",401,871100
2010,"October 2010","Exports","Poland",401,61100
2010,"November 2010","Exports","France",401,323800
2010,"November 2010","Exports","Poland",401,682000
2010,"November 2010","Exports","Finland",401,814700
2010,"December 2010","Exports","Poland",401,925600
2010,"December 2010","Exports","France",401,289400
2010,"December 2010","Exports","Finland",401,751500
2010,"December 2010","Exports","Denmark",401,16400
2010,"July 2010","Imports","Georgia",401,10938
2010,"July 2010","Imports","Armenia",401,17343
2010,"July 2010","Exports","Germany",401,79430
2010,"August 2010","Imports","Armenia",401,9216
2010,"August 2010","Imports","Georgia",401,135864
2010,"August 2010","Exports","Germany",401,162245
2010,"September 2010","Imports","Georgia",401,31688
2010,"September 2010","Exports","Armenia",401,5
2010,"September 2010","Imports","Armenia",401,418075
2010,"September 2010","Exports","Germany",401,246864
2010,"October 2010","Exports","Germany",401,217961
2010,"October 2010","Imports","Georgia",401,86704
2010,"October 2010","Imports","Armenia",401,22242
2010,"November 2010","Imports","Georgia",401,81696
2010,"November 2010","Exports","Germany",401,367065
2010,"November 2010","Exports","Belgium",401,56347
2010,"December 2010","Imports","Georgia",401,13563
2010,"December 2010","Exports","Germany",401,126833
2010,"December 2010","Imports","Armenia",401,201551
2010,"January 2010","Imports","Rep. of Moldova",401,19449
2010,"February 2010","Imports","Rep. of Moldova",401,21163
2010,"March 2010","Imports","Rep. of Moldova",401,22519
2010,"April 2010","Imports","Rep. of Moldova",401,17215
2010,"May 2010","Imports","Rep. of Moldova",401,23739
2010,"June 2010","Imports","Rep. of Moldova",401,20393
2010,"July 2010","Imports","Rep. of Moldova",401,16687
2010,"August 2010","Imports","Rep. of Moldova",401,23602
2010,"September 2010","Imports","Rep. of Moldova",401,40485
2010,"September 2010","Exports","United States of America",401,NA
2010,"October 2010","Imports","Rep. of Moldova",401,25123
2010,"November 2010","Imports","Rep. of Moldova",401,18477
2010,"December 2010","Imports","Rep. of Moldova",401,25747
2010,"October 2010","Imports","Kazakhstan",401,349244
2010,"October 2010","Exports","Latvia",401,124345
2010,"October 2010","Imports","Jordan",401,25
2010,"November 2010","Imports","Kazakhstan",401,538820
2010,"November 2010","Exports","Latvia",401,74702
2010,"December 2010","Exports","Latvia",401,61344
2010,"December 2010","Imports","Kazakhstan",401,885257
2011,"August 2011","Exports","Germany",401,209860
2011,"September 2011","Exports","Germany",401,131966
2011,"October 2011","Exports","Germany",401,243367
2011,"November 2011","Exports","Germany",401,265587
2011,"December 2011","Exports","Germany",401,104597
2011,"January 2011","Exports","Belarus",401,14095644
2011,"January 2011","Exports","Lithuania",401,254699
2011,"January 2011","Imports","Belarus",401,16257
2011,"January 2011","Imports","Lithuania",401,20060
2011,"February 2011","Exports","Lithuania",401,243769
2011,"February 2011","Imports","Belarus",401,24617
2011,"February 2011","Exports","Belarus",401,12442961
2011,"March 2011","Exports","Belarus",401,13458626
2011,"March 2011","Exports","Lithuania",401,138707
2011,"March 2011","Imports","Belarus",401,32595
2011,"April 2011","Exports","Belarus",401,12424500
2011,"April 2011","Imports","Belarus",401,13304
2011,"April 2011","Exports","Lithuania",401,44873
2011,"May 2011","Exports","Lithuania",401,55332
2011,"May 2011","Exports","Belarus",401,15373466
2011,"May 2011","Imports","Belarus",401,4245
2011,"June 2011","Exports","Lithuania",401,55718
2011,"June 2011","Exports","Luxembourg",401,100
2011,"June 2011","Imports","Belarus",401,8305
2011,"June 2011","Exports","Belarus",401,14185420
2011,"July 2011","Exports","Belarus",401,15624412
2011,"January 2011","Imports","Kyrgyzstan",401,33226
2011,"January 2011","Exports","Latvia",401,44336
2011,"January 2011","Exports","Kyrgyzstan",401,86
2011,"January 2011","Imports","Kazakhstan",401,1026223
2011,"January 2011","Exports","Denmark",401,49300
2011,"February 2011","Exports","Denmark",401,65700
2011,"February 2011","Imports","Kyrgyzstan",401,21819
2011,"February 2011","Imports","Kazakhstan",401,1493956
2011,"February 2011","Exports","Kyrgyzstan",401,26
2011,"February 2011","Exports","Latvia",401,50432
2011,"March 2011","Imports","Kyrgyzstan",401,76170
2011,"March 2011","Exports","Kyrgyzstan",401,93
2011,"March 2011","Exports","Kazakhstan",401,720
2011,"March 2011","Exports","Latvia",401,69129
2011,"March 2011","Exports","Denmark",401,98600
2011,"March 2011","Imports","Kazakhstan",401,1220161
2011,"April 2011","Exports","Latvia",401,66527
2011,"April 2011","Imports","Kazakhstan",401,1270232
2011,"April 2011","Exports","Denmark",401,16500
2011,"May 2011","Exports","Kyrgyzstan",401,301
2011,"May 2011","Imports","Kyrgyzstan",401,154918
2011,"January 2011","Exports","France",401,186900
2011,"January 2011","Exports","Finland",401,845500
2011,"January 2011","Exports","Ukraine",401,790
2011,"January 2011","Imports","Ukraine",401,8841
2011,"February 2011","Imports","Ukraine",401,10633
2011,"February 2011","Exports","France",401,239400
2011,"February 2011","Exports","Ukraine",401,48
2011,"February 2011","Exports","Finland",401,931400
2011,"March 2011","Exports","Finland",401,1041800
2011,"March 2011","Imports","Ukraine",401,16616
2011,"March 2011","Exports","Ukraine",401,911
2011,"March 2011","Exports","France",401,272300
2011,"April 2011","Exports","Finland",401,854800
2011,"April 2011","Exports","France",401,161100
2011,"April 2011","Exports","Ukraine",401,148
2011,"May 2011","Exports","Ukraine",401,102
2011,"May 2011","Exports","France",401,183200
2011,"May 2011","Exports","Finland",401,953700
2011,"May 2011","Imports","Ukraine",401,14676
2011,"June 2011","Imports","Ukraine",401,26850
2011,"June 2011","Exports","Finland",401,954900
2011,"July 2011","Imports","Belarus",401,21111
2011,"July 2011","Exports","Lithuania",401,79950
2011,"August 2011","Exports","Belarus",401,15937797
2011,"August 2011","Exports","Luxembourg",401,2400
2011,"August 2011","Imports","Belarus",401,9088
2011,"August 2011","Exports","Lithuania",401,39207
2011,"September 2011","Imports","Belarus",401,7624
2011,"September 2011","Exports","Lithuania",401,73125
2011,"September 2011","Exports","Belarus",401,15421400
2011,"September 2011","Exports","Luxembourg",401,3200
2011,"October 2011","Exports","Luxembourg",401,1600
2011,"October 2011","Imports","Belarus",401,95104
2011,"October 2011","Exports","Belarus",401,15663428
2011,"October 2011","Exports","Lithuania",401,66329
2011,"November 2011","Exports","Belarus",401,15993337
2011,"November 2011","Exports","Lithuania",401,94535
2011,"November 2011","Exports","Luxembourg",401,3200
2011,"November 2011","Imports","Belarus",401,21225
2011,"December 2011","Imports","Belarus",401,26504
2011,"December 2011","Exports","Lithuania",401,118704
2011,"December 2011","Exports","Belarus",401,17793291
2011,"January 2011","Exports","Hungary",401,8200
2011,"February 2011","Exports","Hungary",401,10900
2011,"March 2011","Exports","Hungary",401,8200
2011,"April 2011","Exports","Hungary",401,11800
2011,"May 2011","Exports","Hungary",401,7300
2011,"June 2011","Exports","Hungary",401,9100
2011,"July 2011","Exports","Hungary",401,7300
2011,"August 2011","Exports","Hungary",401,8200
2011,"September 2011","Exports","Hungary",401,7300
2011,"October 2011","Exports","Hungary",401,8200
2011,"October 2011","Exports","EU-28",401,2289017
2011,"November 2011","Exports","Hungary",401,8200
2011,"November 2011","Exports","EU-28",401,2337508
2011,"December 2011","Exports","Hungary",401,7200
2011,"December 2011","Exports","EU-28",401,1961721
2011,"January 2011","Imports","Germany",401,112
2011,"January 2011","Imports","Georgia",401,20780
2011,"January 2011","Exports","Germany",401,141459
2011,"January 2011","Exports","Poland",401,93681
2011,"February 2011","Imports","Germany",401,63
2011,"February 2011","Exports","Poland",401,31170
2011,"February 2011","Imports","Georgia",401,27557
2011,"February 2011","Exports","Germany",401,197294
2011,"March 2011","Exports","Germany",401,297917
2011,"March 2011","Exports","Belgium",401,18854
2011,"March 2011","Imports","Armenia",401,32845
2011,"March 2011","Imports","Georgia",401,41470
2011,"March 2011","Exports","Poland",401,72020
2011,"April 2011","Exports","Belgium",401,37599
2011,"April 2011","Imports","Georgia",401,63476
2011,"April 2011","Imports","Armenia",401,8186
2011,"April 2011","Exports","Poland",401,50470
2011,"April 2011","Exports","Germany",401,107116
2011,"May 2011","Exports","Poland",401,81955
2011,"May 2011","Imports","Georgia",401,29825
2011,"May 2011","Exports","Germany",401,234721
2011,"January 2011","Imports","EU-28",401,20172
2011,"January 2011","Exports","EU-28",401,2348873
2011,"February 2011","Exports","EU-28",401,2392174
2011,"February 2011","Imports","EU-28",401,63
2011,"March 2011","Exports","EU-28",401,2220005
2011,"April 2011","Exports","EU-28",401,1501957
2011,"May 2011","Exports","United Kingdom",401,24271
2011,"May 2011","Exports","EU-28",401,1926993
2011,"June 2011","Exports","EU-28",401,1650895
2011,"June 2011","Exports","United Kingdom",401,7975
2011,"July 2011","Exports","EU-28",401,1868105
2011,"July 2011","Exports","United Kingdom",401,9426
2011,"August 2011","Exports","EU-28",401,1832680
2011,"September 2011","Exports","EU-28",401,2215655
2011,"October 2011","Exports","United Kingdom",401,15219
2011,"May 2011","Imports","Kazakhstan",401,1109992
2011,"May 2011","Exports","Denmark",401,32900
2011,"May 2011","Exports","Latvia",401,109982
2011,"June 2011","Exports","Latvia",401,69340
2011,"June 2011","Imports","Kazakhstan",401,1334236
2011,"June 2011","Exports","Denmark",401,48600
2011,"July 2011","Exports","Latvia",401,173147
2011,"July 2011","Exports","Denmark",401,62900
2011,"July 2011","Exports","Kyrgyzstan",401,427
2011,"July 2011","Imports","Kazakhstan",401,1134900
2011,"July 2011","Imports","Kyrgyzstan",401,217492
2011,"August 2011","Exports","Latvia",401,93418
2011,"August 2011","Imports","Kazakhstan",401,1229896
2011,"August 2011","Imports","Kyrgyzstan",401,267758
2011,"August 2011","Exports","Kyrgyzstan",401,455
2011,"August 2011","Exports","Denmark",401,49300
2011,"September 2011","Exports","Denmark",401,65000
2011,"September 2011","Imports","Kyrgyzstan",401,26870
2011,"September 2011","Exports","Kazakhstan",401,39300
2011,"September 2011","Exports","Latvia",401,21876
2011,"September 2011","Exports","Kyrgyzstan",401,60
2011,"January 2011","Exports","Slovakia",401,807
2011,"January 2011","Exports","Estonia",401,732300
2011,"February 2011","Exports","Estonia",401,632800
2011,"March 2011","Exports","Estonia",401,206600
2011,"April 2011","Exports","Estonia",401,162800
2011,"May 2011","Exports","Estonia",401,251000
2011,"June 2011","Exports","Estonia",401,124300
2011,"July 2011","Exports","Estonia",401,374400
2011,"August 2011","Exports","Estonia",401,313200
2011,"September 2011","Exports","Estonia",401,559300
2011,"October 2011","Exports","Estonia",401,375300
2011,"November 2011","Exports","Estonia",401,420100
2011,"December 2011","Exports","Estonia",401,334900
2011,"June 2011","Exports","Ukraine",401,56
2011,"June 2011","Exports","France",401,222100
2011,"July 2011","Imports","Ukraine",401,19807
2011,"July 2011","Exports","Finland",401,780100
2011,"July 2011","Exports","Ukraine",401,3
2011,"July 2011","Exports","France",401,163700
2011,"August 2011","Exports","Ukraine",401,178
2011,"August 2011","Exports","Finland",401,927700
2011,"August 2011","Imports","Ukraine",401,21118
2011,"August 2011","Exports","France",401,147700
2011,"September 2011","Imports","Ukraine",401,12972
2011,"September 2011","Exports","France",401,208200
2011,"September 2011","Exports","Finland",401,1081400
2011,"September 2011","Exports","Ukraine",401,318
2011,"October 2011","Imports","Ukraine",401,8248
2011,"October 2011","Exports","Ukraine",401,103
2011,"October 2011","Exports","Finland",401,1204600
2011,"October 2011","Exports","France",401,227800
2011,"November 2011","Imports","Ukraine",401,25060
2011,"November 2011","Exports","Ukraine",401,186
2011,"November 2011","Exports","Finland",401,1080100
2011,"June 2011","Exports","Poland",401,27401
2011,"June 2011","Exports","Germany",401,140373
2011,"June 2011","Imports","Armenia",401,35810
2011,"June 2011","Imports","Georgia",401,31536
2011,"July 2011","Exports","Poland",401,39271
2011,"July 2011","Imports","Georgia",401,9561
2011,"July 2011","Imports","Armenia",401,35848
2011,"July 2011","Exports","Germany",401,202801
2011,"August 2011","Imports","Georgia",401,54791
2011,"August 2011","Exports","Poland",401,48135
2011,"September 2011","Imports","Armenia",401,29618
2011,"September 2011","Exports","United States of America",401,NA
2011,"September 2011","Exports","Poland",401,84882
2011,"September 2011","Imports","Georgia",401,13456
2011,"October 2011","Imports","Armenia",401,36327
2011,"October 2011","Exports","Poland",401,38915
2011,"October 2011","Imports","Georgia",401,36956
2011,"November 2011","Imports","Georgia",401,64069
2011,"November 2011","Exports","Poland",401,88599
2011,"November 2011","Imports","Armenia",401,20948
2011,"December 2011","Exports","Austria",401,NA
2011,"March 2011","Exports","Italy",401,4000
2011,"July 2011","Exports","Italy",401,1500
2011,"August 2011","Exports","Italy",401,1700
2011,"September 2011","Exports","Italy",401,5100
2011,"October 2011","Exports","Italy",401,800
2011,"November 2011","Exports","Italy",401,3200
2011,"December 2011","Exports","Italy",401,2800
2011,"January 2011","Imports","Rep. of Moldova",401,20380
2011,"February 2011","Imports","Rep. of Moldova",401,18621
2011,"March 2011","Imports","Rep. of Moldova",401,36835
2011,"April 2011","Imports","Rep. of Moldova",401,19102
2011,"May 2011","Imports","Rep. of Moldova",401,811
2011,"June 2011","Imports","Rep. of Moldova",401,17215
2011,"July 2011","Imports","Rep. of Moldova",401,16406
2011,"August 2011","Imports","Rep. of Moldova",401,18701
2011,"September 2011","Imports","Rep. of Moldova",401,21000
2011,"October 2011","Imports","Rep. of Moldova",401,21367
2011,"November 2011","Imports","Rep. of Moldova",401,37549
2011,"December 2011","Imports","Rep. of Moldova",401,11298
2011,"November 2011","Exports","France",401,315800
2011,"December 2011","Exports","Ukraine",401,263
2011,"December 2011","Exports","Finland",401,1078100
2011,"December 2011","Exports","France",401,207300
2011,"December 2011","Imports","Ukraine",401,16589
2011,"December 2011","Exports","Luxembourg",401,3200
2011,"December 2011","Imports","Armenia",401,45347
2011,"December 2011","Exports","Poland",401,94927
2011,"December 2011","Imports","Georgia",401,55130
2011,"September 2011","Imports","Kazakhstan",401,1077100
2011,"October 2011","Imports","Kyrgyzstan",401,66968
2011,"October 2011","Imports","Kazakhstan",401,3186200
2011,"October 2011","Exports","Denmark",401,115000
2011,"October 2011","Exports","Kazakhstan",401,7000
2011,"November 2011","Exports","Kazakhstan",401,1700
2011,"November 2011","Imports","Kazakhstan",401,1331100
2011,"November 2011","Imports","Kyrgyzstan",401,12335
2011,"November 2011","Exports","Kyrgyzstan",401,60
2011,"November 2011","Exports","Latvia",401,458
2011,"November 2011","Exports","Denmark",401,65700
2011,"December 2011","Imports","Kazakhstan",401,1480100
2011,"December 2011","Exports","Latvia",401,728
2011,"December 2011","Imports","Kyrgyzstan",401,43220
2011,"December 2011","Exports","Kazakhstan",401,20800
2011,"December 2011","Exports","Denmark",401,16400
2012,"February 2012","Exports","Poland",401,92742
2012,"June 2012","Exports","Poland",401,88422
2012,"September 2012","Exports","Poland",401,86074
2012,"August 2012","Exports","Poland",401,88253
2012,"October 2012","Exports","Poland",401,94576
2012,"July 2012","Exports","Poland",401,58145
2012,"April 2012","Exports","Poland",401,67632
2012,"March 2012","Exports","Poland",401,123820
2012,"November 2012","Exports","Poland",401,95493
2012,"January 2012","Exports","Poland",401,77612
2012,"May 2012","Exports","Poland",401,100791
2012,"December 2012","Exports","Poland",401,164098
2012,"December 2012","Imports","EU-28",401,19
2012,"April 2012","Exports","EU-28",401,1998385
2012,"September 2012","Exports","EU-28",401,2691249
2012,"January 2012","Imports","EU-28",401,220
2012,"March 2012","Exports","EU-28",401,2314129
2012,"December 2012","Exports","EU-28",401,2313661
2012,"August 2012","Exports","EU-28",401,2814146
2012,"October 2012","Exports","EU-28",401,3074558
2012,"February 2012","Exports","EU-28",401,2194852
2012,"October 2012","Imports","EU-28",401,1
2012,"May 2012","Exports","EU-28",401,2103992
2012,"January 2012","Exports","EU-28",401,1912432
2012,"June 2012","Exports","EU-28",401,2094413
2012,"November 2012","Exports","EU-28",401,3330312
2012,"July 2012","Exports","EU-28",401,2197331
2012,"November 2012","Exports","Serbia",401,2967
2012,"October 2012","Exports","Serbia",401,8082
2012,"March 2012","Exports","Hungary",401,900
2012,"August 2012","Exports","Serbia",401,12283
2012,"February 2012","Exports","Hungary",401,5400
2012,"June 2012","Exports","Serbia",401,21676
2012,"July 2012","Exports","Serbia",401,8671
2012,"January 2012","Exports","Hungary",401,7200
2012,"September 2012","Exports","Serbia",401,1445
2012,"August 2012","Exports","Finland",401,1230800
2012,"February 2012","Exports","France",401,227500
2012,"August 2012","Exports","France",401,226900
2012,"June 2012","Exports","Finland",401,1079900
2012,"January 2012","Exports","Finland",401,1073200
2012,"February 2012","Exports","Finland",401,1210100
2012,"March 2012","Exports","Finland",401,1190600
2012,"April 2012","Exports","France",401,221800
2012,"October 2012","Exports","France",401,343300
2012,"July 2012","Exports","Finland",401,1105000
2012,"June 2012","Exports","France",401,229800
2012,"January 2012","Exports","France",401,198700
2012,"March 2012","Exports","France",401,239200
2012,"May 2012","Exports","Finland",401,1236500
2012,"October 2012","Exports","United States of America",401,NA
2012,"December 2012","Exports","France",401,195500
2012,"September 2012","Exports","Finland",401,1184300
2012,"November 2012","Exports","France",401,469300
2012,"July 2012","Exports","France",401,213000
2012,"October 2012","Exports","Finland",401,1441200
2012,"December 2012","Exports","Finland",401,1264200
2012,"November 2012","Imports","Ukraine",401,5314
2012,"March 2012","Exports","Lithuania",401,49288
2012,"October 2012","Exports","Lithuania",401,248248
2012,"May 2012","Imports","Ukraine",401,4139
2012,"March 2012","Imports","Ukraine",401,14340
2012,"October 2012","Imports","Ukraine",401,3541
2012,"February 2012","Imports","Ukraine",401,12633
2012,"February 2012","Exports","Luxembourg",401,NA
2012,"December 2012","Imports","Ukraine",401,6974
2012,"January 2012","Exports","Ukraine",401,300
2012,"July 2012","Exports","Ukraine",401,263
2012,"November 2012","Exports","Ukraine",401,59
2012,"January 2012","Exports","Luxembourg",401,NA
2012,"February 2012","Exports","Lithuania",401,69681
2012,"July 2012","Imports","Ukraine",401,11808
2012,"January 2012","Imports","Ukraine",401,7084
2012,"February 2012","Exports","Ukraine",401,3974
2012,"August 2012","Imports","Ukraine",401,10038
2012,"November 2012","Exports","Lithuania",401,299578
2012,"October 2012","Exports","Ukraine",401,105
2012,"September 2012","Imports","Ukraine",401,7085
2012,"May 2012","Exports","France",401,187500
2012,"April 2012","Exports","Finland",401,1223000
2012,"September 2012","Exports","France",401,256200
2012,"November 2012","Exports","Finland",401,1512600
2012,"November 2012","Exports","Germany",401,289237
2012,"September 2012","Imports","Armenia",401,15532
2012,"April 2012","Exports","Germany",401,211280
2012,"October 2012","Exports","Germany",401,234400
2012,"July 2012","Imports","Armenia",401,18460
2012,"October 2012","Imports","Armenia",401,17834
2012,"August 2012","Exports","Slovakia",401,806
2012,"August 2012","Exports","Germany",401,347495
2012,"February 2012","Exports","Germany",401,163450
2012,"December 2012","Exports","Germany",401,159536
2012,"October 2012","Imports","Germany",401,1
2012,"May 2012","Exports","Slovakia",401,1109
2012,"June 2012","Imports","Armenia",401,14637
2012,"December 2012","Imports","Armenia",401,18123
2012,"September 2012","Exports","Germany",401,222539
2012,"March 2012","Exports","Germany",401,213366
2012,"May 2012","Imports","Armenia",401,37346
2012,"July 2012","Exports","Germany",401,165936
2012,"August 2012","Imports","Armenia",401,36394
2012,"January 2012","Imports","Germany",401,220
2012,"January 2012","Exports","Germany",401,177107
2012,"March 2012","Imports","Rep. of Moldova",401,33398
2012,"December 2012","Exports","Denmark",401,32900
2012,"April 2012","Imports","Rep. of Moldova",401,18476
2012,"November 2012","Imports","Rep. of Moldova",401,36265
2012,"May 2012","Exports","Denmark",401,49300
2012,"June 2012","Exports","Czech Rep.",401,200
2012,"June 2012","Imports","Rep. of Moldova",401,20230
2012,"March 2012","Exports","Denmark",401,44300
2012,"September 2012","Imports","Rep. of Moldova",401,17077
2012,"May 2012","Imports","Rep. of Moldova",401,15897
2012,"October 2012","Imports","Rep. of Moldova",401,18201
2012,"January 2012","Exports","Denmark",401,32900
2012,"June 2012","Exports","Denmark",401,33600
2012,"October 2012","Exports","Denmark",401,65200
2012,"July 2012","Exports","Denmark",401,65700
2012,"November 2012","Exports","Denmark",401,107200
2012,"August 2012","Imports","Rep. of Moldova",401,17976
2012,"April 2012","Exports","Denmark",401,11900
2012,"July 2012","Imports","Rep. of Moldova",401,19272
2012,"December 2012","Imports","Rep. of Moldova",401,38119
2012,"May 2012","Exports","Germany",401,202882
2012,"June 2012","Exports","Germany",401,275759
